date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:03:15	12318/12318	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:01:57%20GMT	http://l.v.sop.com/landscapers-developers-and-retailers	./httrack_output/l.v.sop.com/landscapers-developers-and-retailers/index.html	(from http://l.v.sop.com/home)
22:03:17	9508/9508	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:03:15%20GMT	http://l.v.sop.com/hours	./httrack_output/l.v.sop.com/hours/index.html	(from http://l.v.sop.com/home)
22:03:19	5247/5247	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:03:17%20GMT	http://l.v.sop.com/map	./httrack_output/l.v.sop.com/map/index.html	(from http://l.v.sop.com/home)
22:03:21	55522/55522	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:03:19%20GMT	http://l.v.sop.com/node/40	./httrack_output/l.v.sop.com/node/40/index.html	(from http://l.v.sop.com/home)
22:03:23	5846/5846	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:03:21%20GMT	http://l.v.sop.com/user	./httrack_output/l.v.sop.com/user/index.html	(from http://l.v.sop.com/home)
22:03:41	65280/65280	---M--	200	added ('OK')	image/jpeg	etag:%22ff00-482bcb00dce80%22	http://l.v.sop.com/sites/default/files/imagecache/banner_scale_780/imagefield_default_images/garden_banner.jpg	./httrack_output/l.v.sop.com/sites/default/files/imagecache/banner_scale_780/imagefield_default_images/garden_banner/index.jpg	(from http://l.v.sop.com/contact)
22:03:55	410846/410846	---M--	200	added ('OK')	application/pdf	etag:%22644de-59f6614dc0f40%22	http://l.v.sop.com/sites/default/files/2020%20flyer%20inside.pdf	./httrack_output/l.v.sop.com/sites/default/files/2020%20flyer%20inside/index.pdf	(from http://l.v.sop.com/home)
22:04:19	728030/728030	---M--	200	added ('OK')	application/pdf	etag:%22b1bde-59f6613d8a900%22	http://l.v.sop.com/sites/default/files/2020%20flyer%20outside.pdf	./httrack_output/l.v.sop.com/sites/default/files/2020%20flyer%20outside/index.pdf	(from http://l.v.sop.com/home)
22:04:21	8692/8692	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:04:20%20GMT	http://l.v.sop.com/plant-selection/attract-butterflies	./httrack_output/l.v.sop.com/plant-selection/attract-butterflies/index.html	(from http://l.v.sop.com/plant-selection)
22:04:23	8573/8573	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:04:21%20GMT	http://l.v.sop.com/plant-selection/azalea-and-rhododendrons	./httrack_output/l.v.sop.com/plant-selection/azalea-and-rhododendrons/index.html	(from http://l.v.sop.com/plant-selection)
22:04:25	49832/49832	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:04:23%20GMT	http://l.v.sop.com/plant-selection/deciduous-trees	./httrack_output/l.v.sop.com/plant-selection/deciduous-trees/index.html	(from http://l.v.sop.com/plant-selection)
